Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1446855181,MUY2935,NY,PAS,2019-07-25T00:00:00.000,20,P-U,SUBAR,F,34530,16920,11010,0E-8,0010,10,0,960220,FDNY,0000,0800A,,,F,440,W 38 ST,,0,408,D,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8630498961,DEF1432,NY,PAS,2019-09-19T00:00:00.000,19,4DSD,TOYOT,T,35690,8990,9140,20210320.0,111,111,111,369587,T401,J,0222P,,Q,F,38-05,Bell Blvd,,0,408,I3,,YYYYYYY,,,GY,,2005,,0,44,,,,
8744411420,24679MC,NY,COM,2019-08-22T00:00:00.000,69,SUBN,FORD,T,24890,17850,17870,20200430.0,0017,17,17,365901,T106,N,1002A,,NY,F,425,Lexington Ave,,0,408,H1,, YYYYY,0700A,0700P,WH,,2012,,0,18,,,,
4668661855,CIN5030,GA,PAS,2019-10-08T00:00:00.000,36,MP,Cadil,V,0,0,0,0E-8,,0,0,0,,,0619A,,BK,,,WB EASTERN PKWY @ UN,DERHILL AVE,0,1180,B,T,,,,WHITE,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5106999972,T646642C,NY,OMT,2019-06-20T00:00:00.000,7,4DSD,NISSA,V,0,0,0,0E-8,,0,0,0,,,0259P,,BK,,,OCEAN PKWY (N/B) @ S,HORE PKWY,0,1111,D,T,,,,GR,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
8782700461,JJX1198,NY,PAS,2019-09-19T00:00:00.000,21,4DSD,TOYOT,T,36420,29120,27060,20210609.0,0046,46,46,367951,T201,D,0806A,,BX,F,2075,Grand Concourse,,0,408,I3,, Y  Y,0800A,0930A,GR,,2001,,0,03,,,,
4658946889,JHM8706,NY,PAS,2019-07-17T00:00:00.000,36,2DSD,CHEVR,V,0,0,0,0E-8,,0,0,0,,,0550P,,BK,,,SB KINGS HWY @ NEW Y,ORK AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4658816738,DVN8894,NY,PAS,2019-07-11T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0457P,,QN,,,SB FRANCIS LEWIS BLV,D @ 17TH RD,0,1180,B,T,,,,BK,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8558983008,HMW6895,NY,PAS,2019-10-17T00:00:00.000,37,SUBN,TOYOT,T,10590,66390,5690,20201229.0,108,108,108,361028,T401,X,0231P,0148P,Q,F,10-03,48th Ave,,0,408,I4,, YYYYYY,0900A,0700P,BLUE,,2007,,0,V,,,,
8730638768,AER7754,NY,PAS,2019-08-24T00:00:00.000,38,SUBN,FORD,T,25390,18390,18410,20190328.0,0019,19,19,364919,T103,R,1259P,,NY,O,860,Madison Ave,,0,408,I3,,      Y,0900A,0700P,WHITE,,2019,,0,31,,,,
8767031201,KZV1032,PA,PAS,2019-10-08T00:00:00.000,21,4DSD,HYUND,T,69330,75130,38430,88880088.0,0073,73,73,350428,T301,M,0923A,,K,F,1838,Park Pl,,0,408,D1,,  Y  Y,0900A,1030A,BLACK,,0,,0,M,,,,
1461101372,XDCY51,NJ,PAS,2019-07-31T00:00:00.000,14,,UD,P,36240,10110,10010,0E-8,,0,401,905488,0401,0000,0513P,,NY,O,100,UNITED NATIONS PLAZA,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
4011635560,HRU1730,NY,OMS,2019-07-08T00:00:00.000,5,VAN,FORD,V,0,0,0,0E-8,,0,0,0,,,0402P,,BX,,,WB E 161ST ST @ SHER,MAN AVE,0,1111,C,T,,,,BK,,2017,,0,,BUS LANE VIOLATION,,,
8748417312,K059867,TX,PAS,2019-09-05T00:00:00.000,40,DELV,FRUEH,T,17930,0,0,88880088.0,0018,18,18,363509,T106,J,0229P,,NY,I,S,E 47th St,12ft W/of Lexington,0,408,H1,,YYYYYYY,,,WHITE,,0,,0,16,,,,
4664755880,KPN5412,PA,PAS,2019-09-03T00:00:00.000,36,SDN,ME/BE,V,0,0,0,0E-8,,0,0,0,,,0823A,,QN,,,EB METROPOLITAN AVE,@ RENTAR PLAZA,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1461671991,886WHT,TX,PAS,2019-10-04T00:00:00.000,21,SDN,FORD,S,59430,88515,45730,0E-8,0061,61,0,527687,KS15,0000,0751A,,K,F,2288,MCDONALD AVE,,0,408,D1,,BBBBYBB,0730A,0800A,BL,0,0,-,0,,,,,
4668001582,JJG7417,NY,PAS,2019-10-04T00:00:00.000,36,2DSD,CHEVR,V,0,0,0,0E-8,,0,0,0,,,0737P,,BK,,,EB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8732991083,T785691C,NY,OMT,2019-09-24T00:00:00.000,21,4DSD,NISSA,T,19050,25390,27790,20200831.0,0023,23,23,362252,T103,S,1240P,,NY,F,50,E 104th St,,0,408,F1,,  Y  Y,1130A,0100P,WH,,2013,,0,51,,,,
4668007419,QNP974,SC,PAS,2019-10-04T00:00:00.000,36,SD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0841P,,MN,,,NB BROADWAY @ W 120T,H ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8672086673,HYU8141,NY,PAS,2019-10-24T00:00:00.000,21,4DSD,TOYOT,T,25070,18140,18290,20200407.0,103,103,103,358216,T402,S,1150A,,Q,F,90-20,181st St,,0,408,D1,, Y  Y,1130A,0100P,GY,,2010,,0,15,,,,
8717880002,40939LV,NY,OML,2019-08-19T00:00:00.000,38,VAN,FORD,T,27330,73720,56820,20200731.0,0046,46,46,367921,T201,Y,0300P,,BX,F,416,E 189th St,,0,408,I4,, YYYYYY,0800A,0700P,WH,,2018,,0,22,,,,
8727783054,38676MJ,NY,COM,2019-08-24T00:00:00.000,37,VAN,FORD,T,5580,72730,89530,20201031.0,0078,78,78,368498,T301,F,1129A,1048A,K,F,79,5th Ave,,0,408,I4,, YYYYYY,0800A,0700P,WH,,2009,,0,19,,,,
4669533307,DBIV21,FL,PAS,2019-10-22T00:00:00.000,36,4D,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0312P,,BK,,,NB PENNSYLVANIA AVE,@ HORNELL LOOP,0,1180,B,T,,,,BLK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8734438348,24843TT,NY,TOW,2019-08-26T00:00:00.000,21,TOW,FORD,T,19340,19840,19940,20190930.0,106,106,106,367421,T402,D,0809A,,Q,O,105-12,101st Ave,,0,408,D1,, Y,0800A,0930A,WH,,2015,,0,U,,,,
1461440245,AZOAZU,99,PAS,2019-08-06T00:00:00.000,21,ARN,JEEP,S,81230,93530,54100,0E-8,0083,83,0,611190,KS15,0000,0850A,,K,F,94,STARR ST,,0,408,D1,,BYBBYBB,0800A,0930A,GOLD,0,0,-,0,,,,,
4661954520,SHKYAFI,NY,SRF,2019-08-08T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0E-8,,0,0,0,,,0617P,,QN,,,EB HILLSIDE AVE @ MA,NOR RD,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1459278252,16223TC,NY,TRC,2019-07-20T00:00:00.000,46,TRAC,PETER,P,10210,17750,17770,0E-8,0017,17,401,936459,0401,0000,0942A,,NY,F,581A,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
4662298805,82377MG,NY,COM,2019-08-12T00:00:00.000,36,PICK,DODGE,V,0,0,0,0E-8,,0,0,0,,,0433P,,BK,,,SB STILLWELL AVE @ A,VE T,0,1180,B,T,,,,RD,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8694735453,HZL8122,NY,PAS,2019-07-11T00:00:00.000,16,SUBN,INFIN,T,54050,35530,35580,20200524.0,0061,61,61,367407,T302,B,1140A,,K,F,1624,Kings Hwy,,0,408,I3,, YYYYY,1000A,0200P,BL,,2018,,0,03,,,,
8785900278,AU292P,NJ,PAS,2019-09-27T00:00:00.000,18,REFG,FRUEH,T,10110,17110,17130,88880088.0,0009,9,9,367363,T101,B,0233P,,NY,F,117,2nd Ave,,0,408,E9,, YYYYY,0200P,0700P,WHITE,,0,,0,95,,,,
8743923483,JAB4917,NY,PAS,2019-07-12T00:00:00.000,46,SUBN,SPRI,T,18190,10410,25390,20200911.0,0019,19,19,350439,T103,G,0934A,,NY,F,4,E 60th St,,0,408,C,,YYYYYYY,,,RD,,2004,,0,03,,,,
4669260492,AR41183,CT,PAS,2019-10-18T00:00:00.000,36,SD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0823P,,QN,,,WB QUEENS BLVD @ 36T,H ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1461869584,12457,NY,COM,2019-09-10T00:00:00.000,67,DELV,HIN,S,61220,71720,77150,20200228.0,0049,49,0,571185,BX11,0000,0301P,,BX,F,686,RHINELANDER AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
5107952343,JCM3765,NY,PAS,2019-08-21T00:00:00.000,7,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0815P,,ST,,,CLOVE RD (S/B) @ CHE,SHIRE PL,0,1111,D,T,,,,BR,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
4011626661,E22LKV,NJ,PAS,2019-07-05T00:00:00.000,5,4 DR,HYUND,V,0,0,0,0E-8,,0,0,0,,,0643P,,BK,,,NB ROGERS AVE @ MONT,GOMERY ST,0,1111,C,T,,,,BLACK,,2018,,0,,BUS LANE VIOLATION,,,
8740730670,JLT8856,NY,PAS,2019-10-08T00:00:00.000,37,SUBN,NISSA,T,5430,11280,11330,20210902.0,0068,68,68,366470,T302,P,0315P,0116P,K,O,9412,4th Ave,,0,408,I3,, YYYYYY,0830A,0700P,GY,,2019,,0,21,,,,
8764814749,L62JJL,NJ,PAS,2019-08-14T00:00:00.000,40,SUBN,SUBAR,T,18750,10010,45590,88880088.0,0019,19,19,353192,T103,Y,0614A,,NY,F,439,E 88th St,,0,408,K7,,YYYYYYY,,,BLACK,,0,,1,CC1,,,,
4667642762,GYB6681,NY,PAS,2019-10-01T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0E-8,,0,0,0,,,0920P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8585474210,16244MM,NY,COM,2019-08-30T00:00:00.000,38,VAN,FORD,T,65320,10920,26550,20200831.0,0041,41,41,361796,T201,H,1124A,,BX,F,900,Southern Blvd,,0,408,C3,, YYYYY,1000A,0700P,WH,,2006,,0,17,,,,
8748342350,78398MM,NY,COM,2019-09-27T00:00:00.000,53,VAN,FORD,T,30620,11510,24990,20190930.0,0001,1,1,356255,T105,M,0944A,,NY,O,325,South End Ave,,0,408,F1,,YYYYYYY,,,WHITE,,2020,,0,O,,,,
8738988513,EMB1342,NY,PAS,2019-08-19T00:00:00.000,46,SUBN,NISSA,T,10010,19190,19210,20201102.0,0023,23,23,362630,T103,A,0947A,,NY,F,2159,1st Ave,,0,408,D1,,YYYYYYY,,,GY,,2018,,0,B,,,,
5108162704,JHN2640,NY,PAS,2019-09-06T00:00:00.000,7,4DSD,HYUND,V,0,0,0,0E-8,,0,0,0,,,0334P,,QN,,,WB N CONDUIT AVE @ V,AN WYCK EXPWY SB / E,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
8605441288,AS59185,CT,PAS,2019-10-08T00:00:00.000,40,4DSD,NISSA,T,18120,28740,53720,88880088.0,0047,47,47,331666,T801,A,1030P,,BX,F,4373,Carpenter Ave,,0,408,E2,,YYYYYYY,,,GREY,,0,,0,F,,,,
8757620076,HVE5392,NY,PAS,2019-10-03T00:00:00.000,40,SUBN,ME/BE,T,17340,7990,8190,20190927.0,115,115,115,354200,T803,BB,0314A,,Q,F,31-50,85th St,,0,408,E2,,YYYYYYY,,,WH,,2018,,0,M,,,,
4668354478,JJZ4447,NY,PAS,2019-10-08T00:00:00.000,36,4DSD,ME/BE,V,0,0,0,0E-8,,0,0,0,,,0836A,,BX,,,WB E GUN HILL RD @ B,RONXWOOD AVE,0,1180,B,T,,,,WH,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8734170054,83146ME,NY,COM,2019-07-12T00:00:00.000,69,VAN,FRUEH,T,32670,0,0,88880088.0,0018,18,18,357346,T106,J,0506P,,NY,I,E,Vanderbilt Ave,30ft N/of E 46th St,0,408,H1,, YYYYY,0700A,0600P,WHITE,,2004,,0,08,,,,
8738830280,HJV1503,NY,PAS,2019-07-30T00:00:00.000,21,4DSD,HONDA,T,37070,25960,13610,20200810.0,0033,33,33,356314,T103,H,1137A,,NY,F,560,W 165th St,,0,408,K2,,  Y,1130A,0100P,GREY,,2006,,0,09,,,,
8737717066,81507JF,NY,COM,2019-08-07T00:00:00.000,20,FLAT,FRUEH,T,34170,11010,10065,20200430.0,0010,10,10,367316,T102,G,1245P,,NY,O,501,W 20th St,,0,408,D,, YYYYY,0800A,0600P,RD,,2002,,0,27,,,,
4011559544,JEG7520,NY,PAS,2019-06-26T00:00:00.000,5,SUBN,NISSA,V,0,0,0,0E-8,,0,0,0,,,0422P,,BK,,,NB ROGERS AVE @ MONT,GOMERY ST,0,1111,C,T,,,,GY,,2018,,0,,BUS LANE VIOLATION,,,
8766323605,JHZ7399,NY,OMS,2019-09-24T00:00:00.000,21,4DSD,NISSA,T,48330,0,0,20190930.0,0073,73,73,337785,T301,L,1141A,,K,I,N,Hegeman Ave,60ft W/of Amboy St,0,408,D1,,  Y  Y,1130A,0100P,BK,,2019,,0,W,,,,
4664132207,LCN7325,PA,PAS,2019-08-26T00:00:00.000,36,SDN,BMW,V,0,0,0,0E-8,,0,0,0,,,0824P,,BK,,,EB SHORE BLVD @ GIRA,RD ST,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8723985598,61129MC,NY,COM,2019-07-09T00:00:00.000,46,VAN,CHEVR,T,37690,13610,16010,88880088.0,0034,34,34,363970,T103,P,0340P,,NY,F,616,W 207th St,,0,408,I3,,YYYYYYY,,,OTHER,,2012,,0,72,,,,
4666058450,GNY7507,NY,PAS,2019-09-13T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0909P,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,BK,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4667991185,KWE3202,PA,PAS,2019-10-04T00:00:00.000,36,SW,TOYOT,V,0,0,0,0E-8,,0,0,0,,,1100A,,BX,,,SB WATERS PL @ BRONX, STATE HOSPITAL ENTR,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8736989204,73564MG,NY,COM,2019-10-23T00:00:00.000,74,TANK,HIN,T,35690,9540,54102,20210630.0,111,111,111,365921,T401,K,0930A,,Q,O,41-01,Bell Blvd,,0,408,C3,,YYYYYYY,,,WH,,2008,,0,43,,,,
8763209731,58578MJ,NY,COM,2019-10-08T00:00:00.000,69,VAN,FORD,T,25390,17850,17870,20200630.0,0014,14,14,367394,T106,N,0251P,,NY,F,340,Madison Ave,,0,408,H1,, YYYYYY,0700A,0700P,WH,,2016,,0,99,,,,
8712094420,EAE3400,NY,PAS,2019-06-28T00:00:00.000,37,4DSD,FORD,T,11990,8190,57790,20210618.0,115,115,115,366464,T401,V,0109P,1228P,Q,O,32-50,57th St,,0,408,I4,, YYYYYY,0900A,0700P,WH,,2006,,0,J,,,,
8519446796,JHA3625,NY,PAS,2019-07-15T00:00:00.000,50,SUBN,FORD,T,0,0,0,20210402.0,0033,33,33,353015,T103,I,0107P,,NY,I,S,W 143rd St,0ft E/of Broadway,0,408,F1,,YYYYYYY,,,WH,,2006,,0,08,,,,
8662699650,XFHR93,NJ,PAS,2019-08-26T00:00:00.000,46,DELV,HIN,T,27790,0,0,88880088.0,0017,17,17,358129,MTTF,E,0302P,,NY,I,S,Park Ave,6ft W/of E 57th St,0,408,K2,,YYYYYYY,,,GREEN,,0,,0,10,,,,
4666046707,L30HWC,NJ,PAS,2019-09-13T00:00:00.000,36,WAGO,FORD,V,0,0,0,0E-8,,0,0,0,,,0716P,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,GN.,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4662473664,JEB1095,NY,PAS,2019-08-13T00:00:00.000,36,4DSD,INFIN,V,0,10910,0,0E-8,,0,0,0,,,0203P,,QN,,,WB MERRICK BLVD @ 10,9TH AVE,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8743174395,71780MM,NY,COM,2019-08-23T00:00:00.000,38,VAN,FORD,T,57790,8390,8540,20200430.0,114,114,114,362627,T401,H,0103P,,Q,O,33-00,Northern Blvd,,0,408,I3,, YYYYY,1000A,0700P,WH,,2006,,0,28,,,,
8773552306,H50JYM,NJ,PAS,2019-09-04T00:00:00.000,38,SUBN,SUBAR,T,67690,0,0,88880088.0,110,110,110,363032,T401,Q,0612P,,Q,I,W,Whitney Ave,40ft S/of Broadway,0,408,C,, YYYYYY,0900A,0700P,WHITE,,0,,0,51-P,,,,
8708094123,JEJ2768,NY,PAS,2019-06-26T00:00:00.000,48,VAN,FORD,T,81430,86330,89730,20201227.0,0077,77,77,356185,T301,A,1238P,,K,O,361,Sterling Pl,,0,408,E2,,YYYYYYY,,,WH,,0,,0,19,,,,
8714533108,HZD6540,NY,PAS,2019-09-27T00:00:00.000,14,PICK,TOYOT,T,48830,0,0,20200612.0,0084,84,84,359590,T301,F,1038A,,K,I,E,Henry St,5ft N/of Montague St,0,408,I4,,YYYYYYY,,,BK,,2017,,0,210J,,,,
1461876163,7XN8326,CA,PAS,2019-09-23T00:00:00.000,21,SDN,ACURA,S,15420,40404,40404,0E-8,0043,43,0,597478,BX09,0000,1156A,,BX,F,1740,BRONX RIVER AVE,,0,408,D1,,YBBYBBB,1130A,0100P,WH,0,0,-,0,,,,,
8761361343,JTE0043,PA,PAS,2019-08-24T00:00:00.000,19,4DSD,NISSA,T,29620,49520,65320,20200288.0,0048,48,48,355684,T801,B,1049P,,BX,F,870,E Tremont Ave,,0,408,C3,,YYYYYYY,,,BLACK,,0,,0,A,,,,
4666643229,T641046C,NY,OMT,2019-09-20T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0157P,,QN,,,SB MAIN ST @ 63RD AV,E,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5107860667,T739754C,NY,OMT,2019-08-15T00:00:00.000,7,4DSD,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0540A,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
8769210354,PAR7686,MN,PAS,2019-09-26T00:00:00.000,84,TRAC,FRUEH,T,10010,0,0,20200288.0,0019,19,19,367861,T103,D,0835A,,NY,I,W,1st Ave,10ft S/of E 106th St,0,408,B,,YYYYYYY,,,WHITE,,0,,0,CC1,,,,
8755857980,PBG631,SC,PAS,2019-07-20T00:00:00.000,31,4DSD,KIA,T,10210,17790,17810,20190488.0,0017,17,17,359628,T106,L,0227P,,NY,F,622,3rd Ave,,0,408,I3,, YYYYYY,0700A,0700P,GREY,,0,,0,10,,,,
4667039152,LCX1037,PA,PAS,2019-09-25T00:00:00.000,36,SDN,MAZDA,V,0,19895,0,0E-8,,0,0,0,,,1221P,,QN,,,WB SEAGIRT BLVD @ CR,EST RD,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8734048376,39445ML,NY,COM,2019-10-18T00:00:00.000,19,VAN,FRUEH,T,16990,61090,29490,20210228.0,110,110,110,358124,T401,H,1242P,,Q,O,40-06,83rd St,,0,408,C1,,YYYYYYY,,,WH,,2018,,0,51-P,,,,
5107707944,JDW4140,NY,PAS,2019-08-03T00:00:00.000,7,SUBN,INFIN,V,0,0,0,0E-8,,0,0,0,,,0618P,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8736670674,HVF3062,NY,PAS,2019-08-29T00:00:00.000,14,4DSD,HONDA,T,11640,0,0,20191030.0,108,108,108,341166,T803,AA,1017P,,Q,I,W,56th Ave,25ft N/of Center Blv,0,408,K4,,YYYYYYY,,,GY,,2010,,0,C,,,,
4668814738,JCB2494,NY,PAS,2019-10-11T00:00:00.000,36,4DSD,FORD,V,0,0,0,0E-8,,0,0,0,,,0319P,,BX,,,EB E GUN HILL RD @ T,IEMANN AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1419295676,EUH1498,NY,PAS,2019-06-27T00:00:00.000,17,SDN,TOYOT,P,26230,56730,67030,20191008.0,0067,67,67,960662,0067,0000,0841A,,K,F,2845,CHURCH AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,
8752965533,XX160A,NJ,PAS,2019-06-26T00:00:00.000,46,DELV,FORD,T,11110,34310,34330,88880088.0,0010,10,10,357783,T102,I,0528P,,NY,F,270,11th Ave,,0,408,K2,,YYYYYYY,,,YELLO,,0,,0,C,,,,
4661294245,HXR7470,NY,PAS,2019-08-01T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,1135A,,QN,,,WB NORTHERN BLVD @ 1,12TH ST,0,1180,B,T,,,,WH,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4664798088,ETM6662,NY,PAS,2019-08-28T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0E-8,,0,0,0,,,0644P,,QN,,,WB ROCKAWAY BLVD @ L,INCOLN ST,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4664710926,GFF8181,NY,PAS,2019-08-27T00:00:00.000,36,4DSD,KIA,V,0,0,0,0E-8,,0,0,0,,,0203P,,QN,,,WB QUEENS BLVD @ 36T,H ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8741944549,JLV2719,NY,PAS,2019-10-24T00:00:00.000,38,SUBN,NISSA,T,57790,23840,23940,20210916.0,109,109,109,355150,T401,G,0712P,,Q,O,158-15,Northern Blvd,,0,408,I3,, YYYYYY,0800A,1000P,WH,,2014,,0,01,,,,
5106884214,66018MJ,NY,COM,2019-06-12T00:00:00.000,7,SUBN,GMC,V,0,0,0,0E-8,,0,0,0,,,0929P,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,0,1111,D,T,,,,BL,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
4663938190,JED4761,NY,PAS,2019-08-23T00:00:00.000,36,4DSD,VOLVO,V,0,10910,0,0E-8,,0,0,0,,,0849P,,QN,,,WB MERRICK BLVD @ 10,9TH AVE,0,1180,B,T,,,,GY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8781555910,XY600Y,NJ,PAS,2019-09-18T00:00:00.000,14,PICK,TOYOT,T,25390,18950,18990,88880088.0,0023,23,23,361291,T103,L,0340P,,NY,F,1468,Madison Ave,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,R,,,,
8724031847,AE91442,AZ,PAS,2019-08-10T00:00:00.000,38,DELV,FORD,T,45590,18450,18470,88880088.0,0019,19,19,359608,T103,HH,1122A,,NY,F,1372,York Ave,,0,408,C,, YYYYYY,0800A,0700P,WHITE,,0,,0,31,,,,
8625049758,978LUM,IN,PAS,2019-08-05T00:00:00.000,21,SUBN,GMC,T,35470,11710,13610,20200288.0,0020,20,20,368500,T103,E,0938A,,NY,F,203,W 85th St,,0,408,D1,, Y  Y,0930A,1100A,TAN,,0,,0,20,,,,
8706939960,XBHV83,NJ,PAS,2019-07-25T00:00:00.000,69,VAN,NS/OT,T,34530,10610,10810,20190088.0,0014,14,14,353143,T106,P,0420P,,NY,F,252,W 38th St,,0,408,H1,, YYYYY,0600A,0600P,YELLO,,0,,0,06,,,,
4665315115,AHY8673,NY,PAS,2019-09-06T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0640P,,BX,,,EB E 233RD ST @ KATO,NAH AVE,0,1180,B,T,,,,BK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8774462805,UZA8032,VA,PAS,2019-09-03T00:00:00.000,21,SUBN,DODGE,T,34130,61530,63230,20200488.0,0094,94,94,355121,T301,M,0827A,,K,F,95,Driggs Ave,,0,408,D1,,  Y  Y,0800A,0930A,WHITE,,0,,0,A,,,,
8734231560,JBN5422,NY,PAS,2019-09-20T00:00:00.000,21,4DSD,ME/BE,T,29520,52120,29720,20201002.0,0044,44,44,365904,T201,D,0813A,,BX,O,217,Mount Eden Pky,,0,408,D1,,  Y  Y,0800A,0930A,BL,,2011,,0,25,,,,
4662023853,GZR5978,NY,PAS,2019-08-07T00:00:00.000,36,SUBN,CADIL,V,0,0,0,0E-8,,0,0,0,,,0159P,,QN,,,SB UTOPIA PKWY @ 56T,H AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1454320680,97992JZ,NY,COM,2019-06-18T00:00:00.000,46,DELV,INTER,P,10280,5580,5680,0E-8,0068,68,68,949019,0068,0000,0515P,,K,F,531,74 STR,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
8707127406,HEG9284,NY,PAS,2019-08-19T00:00:00.000,31,SUBN,NISSA,T,17910,0,0,20200523.0,0018,18,18,330924,T106,B,1149A,,NY,I,S,E 46th St,20ft E/of 5th Ave,0,408,I3,, YYYYY,0700A,0600P,BK,,2019,,0,10,,,,
4669503091,9Y73A,NY,OMT,2019-10-22T00:00:00.000,36,TAXI,TOYOT,V,0,0,0,0E-8,,0,0,0,,,1012A,,MN,,,SB COLUMBUS AVE @ W,100TH ST,0,1180,B,T,,,,YW,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8703495498,GRP6622,NY,PAS,2019-07-07T00:00:00.000,16,4DSD,ME/BE,T,18030,10010,16400,20200601.0,0017,17,17,349481,MTTF,F,0248P,,NY,F,405,E 52nd St,,0,408,C8,,YYYYYYY,,,GY,,2016,,0,20,,,,
4666247932,HTB8583,NY,PAS,2019-09-17T00:00:00.000,36,SUBN,JAGUA,V,0,0,0,0E-8,,0,0,0,,,1017A,,BK,,,SB STILLWELL AVE @ A,VE T,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
